,carat,cut,color,clarity,depth,table,x,y,z,clarity_,cut_,color_,price_predicted
4108,1.27,Ideal,J,SI2,61.2,56.0,6.99,6.95,4.27,2,5,1,4147.624377545961
4109,0.7,Very Good,G,VS2,63.3,56.0,5.59,5.66,3.56,4,3,4,2627.8930294230886
4110,0.91,Good,H,VVS2,65.5,57.0,6.01,6.11,3.97,6,2,3,4634.0220558219335
4111,0.39,Ideal,E,VS1,62.3,57.0,4.67,4.64,2.9,5,5,6,1142.0405490497315
4112,0.41,Premium,F,VVS2,62.4,58.0,4.76,4.7,2.95,6,4,5,1274.540368349379
4113,0.38,Premium,E,VS1,60.7,59.0,4.65,4.7,2.84,5,4,6,1066.9685088491374
4114,1.1,Very Good,D,SI2,61.1,58.0,6.61,6.69,4.06,2,3,7,5166.288619206831
4115,0.5,Good,H,VVS1,63.5,58.0,4.98,5.03,3.18,7,2,3,1620.1521633157088
4116,0.24,Very Good,E,VVS2,62.1,59.0,3.95,4.0,2.47,6,3,6,476.17122046903944
4117,1.0,Good,D,IF,63.3,59.0,6.33,6.37,4.02,8,2,7,8052.363033336608
4118,1.88,Very Good,I,VS2,62.2,57.0,7.79,7.86,4.87,4,3,2,13953.554710132883
4119,1.53,Premium,J,VVS1,61.6,58.0,7.4,7.37,4.55,7,4,1,10504.374277280023
4120,2.11,Premium,J,SI2,60.7,60.0,8.27,8.2,5.0,2,4,1,10555.153335315272
4121,0.79,Ideal,G,SI1,61.1,57.0,5.98,5.93,3.64,3,5,4,3023.877840789744
4122,1.0,Ideal,G,SI1,62.4,56.0,6.41,6.34,3.98,3,5,4,4705.447306908988
4123,0.31,Ideal,D,SI1,62.7,56.0,4.32,4.36,2.72,3,5,7,605.3358121368603
4124,0.4,Very Good,E,VVS1,61.2,61.0,4.7,4.74,2.89,7,3,6,1342.2186070873404
4125,1.07,Ideal,G,SI2,61.1,57.0,6.61,6.65,4.05,2,5,4,4407.2332793600235
4126,0.3,Premium,H,VS1,62.3,58.0,4.26,4.28,2.66,5,4,3,563.1504044544628
4127,1.01,Premium,D,SI2,58.0,60.0,6.58,6.53,3.8,2,4,7,4538.175818166538
4128,0.71,Very Good,H,SI2,61.8,58.0,5.67,5.73,3.52,2,3,3,1790.0811480132677
4129,0.51,Premium,G,SI2,60.8,59.0,5.2,5.19,3.16,2,4,4,1069.2033718762625
4130,0.3,Good,G,VVS2,63.2,57.0,4.23,4.28,2.69,6,2,4,623.3409049218304
4131,0.75,Ideal,E,VS2,62.0,56.0,5.82,5.85,3.62,4,5,6,3518.0948526560273
4132,0.62,Very Good,E,VS1,60.1,56.0,5.56,5.58,3.35,5,3,6,2617.1522553168775
4133,0.41,Good,E,SI1,63.9,58.0,4.72,4.7,3.01,3,2,6,899.1046465915254
4134,0.38,Very Good,H,VS1,61.3,54.0,4.68,4.7,2.88,5,3,3,858.5881715253413
4135,1.4,Premium,D,VS1,62.8,58.0,7.17,7.07,4.47,5,4,7,12933.201141401569
4136,0.32,Premium,I,VS2,62.2,59.0,4.35,4.37,2.71,4,4,2,510.5712046341406
4137,0.91,Premium,H,VS2,61.8,60.0,6.22,6.18,3.83,4,4,3,4087.4724437936407
4138,0.4,Premium,E,VVS1,61.4,59.0,4.68,4.74,2.89,7,4,6,1379.4083508738215
4139,1.52,Very Good,D,SI2,59.1,58.0,7.45,7.48,4.41,2,3,7,9529.139623753937
4140,1.03,Premium,E,SI2,62.0,59.0,6.42,6.49,4.0,2,4,6,4484.344021755208
4141,0.57,Very Good,E,SI2,58.8,57.3,5.42,5.46,3.21,2,3,6,1441.7081190118092
4142,0.59,Very Good,E,VS2,61.7,60.0,5.36,5.4,3.32,4,3,6,2132.4392986207763
4143,1.0,Fair,E,SI1,58.1,63.0,6.6,6.52,3.81,3,1,6,4549.841780870077
4144,1.01,Premium,H,VS2,61.6,59.0,6.45,6.47,3.98,4,4,3,4977.790395649865
4145,1.0,Ideal,F,VVS2,59.7,60.0,6.48,6.52,3.88,6,5,5,6997.594042352392
4146,0.41,Very Good,F,SI2,60.8,58.0,4.78,4.83,2.92,2,3,5,734.4717726218098
4147,1.12,Very Good,G,I1,61.2,63.0,6.68,6.59,4.05,1,3,4,3275.3194385813163
4148,0.5,Good,D,SI1,63.6,54.0,5.02,5.08,3.21,3,2,7,1366.518410507734
4149,1.0,Premium,E,SI1,61.7,58.0,6.42,6.35,3.94,3,4,6,5157.018364679172
4150,0.81,Very Good,G,VS1,62.6,55.0,5.92,5.97,3.72,5,3,4,3855.852808152304
4151,1.31,Ideal,F,SI2,62.7,57.0,7.05,6.98,4.4,2,5,5,6844.5017582443
4152,1.43,Very Good,G,VS2,62.2,58.0,7.15,7.18,4.46,4,3,4,10094.370715486837
4153,0.54,Very Good,H,VS2,63.2,55.0,5.24,5.2,3.3,4,3,3,1489.725860889433
4154,0.39,Good,G,VS2,63.8,59.0,4.66,4.59,2.95,4,2,4,839.4446795184144
4155,0.25,Ideal,G,VVS2,62.1,57.0,4.01,4.07,2.5,6,5,4,482.4579485181427
4156,0.31,Ideal,D,SI1,62.4,53.0,4.33,4.35,2.71,3,5,7,606.4908142361222
4157,0.32,Ideal,F,VVS2,61.2,57.0,4.43,4.4,2.7,6,5,5,818.0148753468599
4158,0.64,Ideal,D,VS1,61.5,56.0,5.54,5.55,3.41,5,5,7,3033.758259914856
4159,1.04,Premium,H,VVS1,60.4,58.0,6.58,6.53,3.96,7,4,3,6895.927981780988
4160,0.37,Ideal,H,VS2,61.7,55.0,4.64,4.67,2.87,4,5,3,768.536285359211
4161,0.7,Premium,G,SI2,60.0,60.0,5.69,5.65,3.51,2,4,4,1942.5738630560131
4162,1.7,Very Good,I,SI1,61.9,62.0,7.52,7.58,4.67,3,3,2,10039.695929224956
4163,1.02,Premium,G,VVS2,62.2,60.0,6.39,6.43,3.99,6,4,4,6660.812449607058
4164,0.7,Very Good,I,VS1,63.1,54.0,5.61,5.67,3.56,5,3,2,2417.319223080141
4165,1.53,Very Good,G,VVS2,62.5,57.0,7.33,7.38,4.6,6,3,4,13925.307637336791
4166,0.95,Good,D,SI2,56.5,61.0,6.53,6.5,3.68,2,2,7,3799.4056706798056
4167,0.5,Ideal,D,VS2,61.7,56.0,5.12,5.14,3.16,4,5,7,1711.993412584702
4168,0.7,Ideal,E,VS2,62.2,55.0,5.64,5.67,3.52,4,5,6,3089.9928524673655
4169,2.52,Premium,I,SI1,58.5,59.0,8.9,8.87,5.2,3,4,2,21788.00864547929
4170,0.36,Premium,G,SI2,59.3,59.0,4.66,4.62,2.75,2,4,4,556.3326447876854
4171,0.34,Very Good,F,SI2,63.5,56.0,4.48,4.44,2.83,2,3,5,514.5359949336247
4172,0.51,Very Good,E,SI2,58.3,61.9,5.19,5.2,3.04,2,3,6,1167.960313407988
4173,0.56,Ideal,E,VS1,60.8,55.0,5.37,5.32,3.25,5,5,6,2264.4640745738343
4174,1.13,Premium,G,VS1,61.6,58.0,6.76,6.68,4.14,5,4,4,7414.624485072902
4175,2.09,Very Good,F,SI2,62.7,61.0,8.07,8.14,5.08,2,3,5,15699.560752170702
4176,1.51,Ideal,H,VS2,61.9,59.0,7.29,7.34,4.53,4,5,3,10831.528044472963
4177,0.34,Ideal,F,VVS1,61.4,57.0,4.5,4.53,2.77,7,5,5,986.9724052166933
4178,1.01,Good,J,SI1,58.8,57.0,6.57,6.63,3.88,3,2,1,3016.014902735527
4179,1.14,Ideal,H,VVS2,61.9,56.0,6.69,6.72,4.15,6,5,3,7760.868597341222
4180,1.01,Good,H,SI1,63.1,60.0,6.37,6.41,4.03,3,2,3,4053.6435093254713
4181,0.71,Good,I,VS1,59.1,63.4,5.76,5.81,3.42,5,2,2,2396.359377613409
4182,0.36,Premium,G,IF,62.5,60.0,4.49,4.53,2.82,8,4,4,1075.6527500578145
4183,1.2,Premium,H,SI2,62.5,58.0,6.74,6.69,4.2,2,4,3,4933.444252215163
4184,0.52,Ideal,H,VS2,61.7,54.0,5.18,5.22,3.21,4,5,3,1459.3165691360778
4185,0.63,Premium,I,VS1,62.0,58.0,5.52,5.45,3.4,5,4,2,2035.9661142942502
4186,1.01,Premium,F,SI1,62.2,59.0,6.41,6.36,3.97,3,4,5,4989.779795995288
4187,0.41,Very Good,E,SI2,63.2,58.0,4.72,4.68,2.97,2,3,6,769.5136817712691
4188,0.52,Good,I,SI1,63.6,60.0,5.1,5.05,3.23,3,2,2,1037.370555461817
4189,0.31,Ideal,I,SI2,62.0,54.1,4.32,4.35,2.69,2,5,2,353.0524485907103
4190,1.5,Premium,H,I1,62.9,60.0,7.31,7.22,4.57,1,4,3,5377.187332532376
4191,1.02,Good,H,SI2,60.3,63.0,6.45,6.49,3.9,2,2,3,3410.698633689461
4192,0.25,Premium,H,VVS1,60.1,62.0,4.11,4.08,2.46,7,4,3,470.36807979615435
4193,0.31,Good,H,VVS1,63.7,56.0,4.33,4.3,2.75,7,2,3,659.0745399398903
4194,0.26,Ideal,H,VVS2,61.8,55.7,4.08,4.1,2.53,6,5,3,480.20155593311114
4195,0.73,Very Good,D,VS2,63.5,58.0,5.68,5.72,3.62,4,3,7,3316.246228997589
4196,1.51,Good,I,VS1,63.6,57.0,7.14,7.21,4.56,5,2,2,9876.587827676214
4197,0.72,Very Good,E,SI2,61.4,58.0,5.76,5.8,3.55,2,3,6,2227.8983937045014
4198,0.31,Good,G,VS2,64.4,54.0,4.24,4.29,2.75,4,2,4,545.5915906402062
4199,1.01,Ideal,F,VS1,61.7,56.0,6.48,6.45,3.99,5,5,5,6523.173027144862
4200,1.0,Premium,D,VS1,62.7,54.0,6.38,6.35,3.99,5,4,7,6877.859776133085
4201,1.12,Very Good,I,VS2,62.9,55.9,6.59,6.62,4.16,4,3,2,5259.068679231769
4202,1.14,Very Good,F,VVS1,62.2,55.9,6.67,6.69,4.16,7,3,5,9174.227157652851
4203,0.75,Ideal,G,SI2,62.5,55.0,5.82,5.77,3.62,2,5,4,2254.4220314501963
4204,0.54,Premium,H,VVS1,62.0,57.0,5.25,5.2,3.24,7,4,3,2003.2998193196686
4205,1.55,Premium,H,VS2,61.7,59.0,7.44,7.4,4.58,4,4,3,11147.65429873733
4206,0.32,Ideal,D,SI2,61.1,56.0,4.41,4.39,2.69,2,5,7,530.4020315647892
4207,1.01,Premium,G,VVS2,61.9,59.0,6.41,6.45,3.98,6,4,4,6544.392948305842
4208,0.3,Ideal,E,VVS2,62.2,57.0,4.28,4.31,2.67,6,5,6,760.6799502313387
4209,0.4,Very Good,D,VS2,63.6,55.0,4.68,4.72,2.99,4,3,7,1069.7360823373483
4210,1.12,Ideal,H,VS1,60.9,57.0,6.71,6.73,4.09,5,5,3,6885.881815536726
4211,0.41,Ideal,H,VS1,61.8,56.0,4.78,4.73,2.94,5,5,3,1037.0876696571354
4212,1.15,Ideal,H,SI1,61.9,55.0,6.74,6.77,4.18,3,5,3,5660.528949917335
4213,1.04,Ideal,E,VVS2,61.0,57.0,6.61,6.57,4.02,6,5,6,7917.346868440313
4214,2.02,Fair,G,I1,65.6,57.0,7.87,7.8,5.15,1,1,4,8937.129609678417
4215,1.11,Ideal,F,VVS1,59.7,58.0,6.7,6.74,4.01,7,5,5,9178.617756938203
4216,0.62,Premium,G,VVS2,59.2,59.0,5.58,5.56,3.3,6,4,4,2622.871866626987
4217,0.31,Ideal,I,VS1,61.9,54.0,4.34,4.38,2.7,5,5,2,548.04137691377
4218,0.9,Good,G,SI2,63.8,56.0,6.16,6.13,3.92,2,2,4,2910.499261933122
4219,0.44,Premium,E,VVS2,60.0,59.0,4.95,4.99,2.98,6,4,6,1536.416238623642
4220,0.91,Very Good,I,SI2,62.8,61.0,6.15,6.18,3.87,2,3,2,2545.729521688243
4221,0.73,Premium,E,VS2,61.6,59.0,5.77,5.73,3.54,4,4,6,3272.451369685331
4222,1.5,Good,H,VS2,63.6,58.0,7.22,7.27,4.61,4,2,3,9799.928480072322
4223,0.5,Premium,G,VVS2,59.6,60.0,5.18,5.15,3.08,6,4,4,1747.4478106192907
4224,0.57,Premium,D,VS2,61.7,60.0,5.32,5.28,3.27,4,4,7,2142.097018573069
4225,0.54,Ideal,D,VS2,61.9,55.0,5.24,5.23,3.24,4,5,7,1979.22520116257
4226,1.02,Ideal,H,VS2,60.4,57.0,6.58,6.54,3.96,4,5,3,5192.24449940171
4227,0.31,Good,E,IF,64.2,60.0,4.22,4.28,2.73,8,2,6,849.0684647320562
4228,0.34,Ideal,E,SI2,62.9,56.0,4.48,4.45,2.81,2,5,6,568.0635427594683
4229,0.5,Ideal,F,SI2,61.7,55.0,5.13,5.15,3.17,2,5,5,1119.0987280939944
4230,0.3,Ideal,G,SI2,62.1,58.0,4.27,4.3,2.66,2,5,4,401.3092853054526
4231,0.4,Ideal,F,SI1,61.6,55.0,4.72,4.76,2.92,3,5,5,893.1930076624623
4232,0.7,Very Good,G,SI1,63.3,61.0,5.6,5.55,3.53,3,3,4,2284.088071604858
4233,0.31,Good,D,SI1,63.5,56.0,4.29,4.31,2.73,3,2,7,555.1267298299023
4234,1.21,Good,G,SI1,63.8,58.0,6.75,6.64,4.27,3,2,4,6166.764201943663
4235,0.82,Very Good,E,VS2,62.8,59.0,5.92,5.93,3.72,4,3,6,3957.9417358391534
4236,0.5,Fair,G,VS1,64.9,57.0,4.98,4.94,3.22,5,1,4,1397.200113751998
4237,1.04,Very Good,E,SI1,62.8,59.0,6.46,6.41,4.04,3,3,6,5393.599206525975
4238,1.31,Premium,H,SI2,60.8,58.0,7.13,7.08,4.32,2,4,3,5835.201382174946
4239,2.07,Very Good,H,SI1,62.1,59.0,8.15,8.2,5.08,3,3,3,16288.8221496602
4240,2.01,Very Good,I,VS2,62.4,58.0,8.06,7.99,5.01,4,3,2,15813.310641629809
4241,1.06,Ideal,H,VS2,61.2,55.0,6.57,6.61,4.03,4,5,3,5580.114157517806
4242,0.9,Premium,F,VS2,61.9,55.0,6.25,6.23,3.86,4,4,5,4620.879121006207
4243,1.02,Ideal,G,SI2,62.4,54.0,6.39,6.47,4.02,2,5,4,4024.7221095747336
4244,0.71,Premium,E,VS2,61.0,60.0,5.76,5.69,3.49,4,4,6,3107.3584086584597
4245,0.5,Ideal,E,SI1,63.0,56.0,5.13,5.06,3.21,3,5,6,1426.0832986647001
4246,0.54,Premium,H,VS1,62.6,59.0,5.22,5.19,3.26,5,4,3,1701.5581139802846
4247,1.12,Ideal,D,SI1,60.5,56.0,6.75,6.78,4.09,3,5,7,6821.188417225131
4248,0.31,Ideal,I,SI1,61.3,55.0,4.39,4.42,2.7,3,5,2,429.1515105795015
4249,2.13,Premium,J,SI2,62.6,58.0,8.21,8.18,5.13,2,4,1,10720.879599676946
4250,1.74,Ideal,E,SI1,62.2,56.0,7.72,7.67,4.79,3,5,6,14940.744040763168
4251,0.62,Fair,F,SI1,55.1,66.0,5.85,5.7,3.18,3,1,5,1765.9021683249816
4252,0.8,Premium,E,SI1,62.9,60.0,5.89,5.87,3.7,3,4,6,3378.504656865451
4253,0.5,Very Good,F,VS1,61.9,62.0,5.02,5.06,3.12,5,3,5,1650.450367314356
4254,0.32,Very Good,E,VVS1,60.9,58.0,4.49,4.45,2.72,7,3,6,883.3718846749645
4255,1.07,Ideal,E,SI2,62.4,60.0,6.49,6.52,4.06,2,5,6,4913.713440211638
4256,2.5,Fair,H,SI2,64.9,58.0,8.46,8.43,5.48,2,1,3,17203.308514689452
4257,0.31,Ideal,D,VS2,61.2,55.0,4.38,4.35,2.67,4,5,7,696.9077259409424
4258,0.37,Ideal,J,IF,61.9,54.0,4.63,4.68,2.88,8,5,1,790.8469414026447
4259,1.3,Premium,F,VS1,61.0,59.0,7.05,7.08,4.31,5,4,5,10273.840935651446
4260,1.02,Premium,E,SI1,62.8,58.0,6.45,6.39,4.03,3,4,6,5343.528693693245
4261,0.36,Ideal,G,SI1,61.1,55.0,4.58,4.62,2.81,3,5,4,689.1712716194585
4262,1.14,Premium,D,SI2,59.2,61.0,6.84,6.82,4.04,2,4,7,5686.096228817219
4263,0.7,Very Good,E,SI2,63.2,61.0,5.62,5.59,3.54,2,3,6,2103.994923538817
4264,0.3,Premium,E,VS2,61.8,58.0,4.28,4.26,2.64,4,4,6,613.468930604394
4265,0.71,Ideal,D,SI2,61.0,56.0,5.77,5.8,3.53,2,5,7,2378.606043935978
4266,0.4,Premium,F,VVS1,61.1,59.0,4.75,4.78,2.91,7,4,5,1312.1754587102355
4267,1.18,Premium,I,SI2,60.8,58.0,6.84,6.78,4.14,2,4,2,4284.170868776406
4268,0.34,Ideal,E,VVS1,62.2,56.0,4.46,4.44,2.77,7,5,6,1037.1896232879903
4269,1.5,Premium,G,SI1,62.3,58.0,7.33,7.27,4.55,3,4,4,9880.785785724225
4270,0.72,Very Good,F,SI2,58.5,60.0,5.86,5.93,3.45,2,3,5,2126.616756650211
4271,1.03,Ideal,E,VVS2,60.6,59.0,6.5,6.53,3.95,6,5,6,7772.745266203042
4272,0.28,Very Good,I,VS2,61.9,57.0,4.16,4.19,2.58,4,3,2,387.1088736985695
4273,0.31,Ideal,J,SI1,62.4,53.0,4.38,4.4,2.74,3,5,1,353.9602745279647
4274,1.02,Very Good,D,SI2,62.7,59.0,6.36,6.44,4.01,2,3,7,4468.16242538014
4275,0.7,Good,I,SI2,63.5,56.0,5.59,5.63,3.56,2,2,2,1497.5096321548435
4276,1.34,Very Good,E,SI2,62.1,63.0,7.06,7.01,4.37,2,3,6,7151.482940432814
4277,2.07,Very Good,J,VS2,61.3,56.0,8.16,8.2,5.02,4,3,1,13833.47607297247
4278,0.74,Fair,G,SI1,64.8,59.0,5.63,5.6,3.64,3,1,4,2286.0502701135733
4279,0.58,Ideal,E,SI2,61.4,57.1,5.36,5.38,3.3,2,5,6,1555.7112653619542
4280,0.31,Ideal,D,VS1,60.5,57.0,4.39,4.41,2.66,5,5,7,775.8090298991583
4281,0.54,Ideal,G,VVS2,62.6,57.0,5.19,5.23,3.26,6,5,4,2055.0237072065643
4282,1.01,Premium,F,VS1,62.5,58.0,6.42,6.37,4.0,5,4,5,6375.03668854721
4283,1.29,Ideal,G,VVS2,62.4,57.0,6.97,6.94,4.34,6,5,4,10592.915803826376
4284,1.01,Very Good,H,SI1,61.9,59.0,6.4,6.43,3.97,3,3,3,4219.508135015205
4285,1.14,Ideal,H,SI1,62.3,56.0,6.69,6.77,4.19,3,5,3,5562.044206076347
4286,0.3,Ideal,E,VVS1,62.5,56.0,4.28,4.3,2.68,7,5,6,819.0432556616726
4287,1.33,Ideal,H,SI1,62.7,56.0,7.04,6.99,4.4,3,5,3,7430.2665228418255
4288,0.35,Premium,H,SI1,60.0,61.0,4.6,4.57,2.75,3,4,3,590.6217999211111
4289,0.77,Very Good,J,VVS1,62.8,58.0,5.78,5.84,3.65,7,3,1,2801.92112680459
4290,0.41,Good,I,SI1,63.8,57.0,4.7,4.67,2.99,3,2,2,663.799547864653
4291,1.02,Good,D,SI1,63.3,58.0,6.35,6.39,4.03,3,2,7,5223.720905776856
4292,0.78,Very Good,J,VS2,63.0,58.0,5.84,5.87,3.69,4,3,1,2194.265707483525
4293,0.38,Ideal,E,VVS2,62.4,56.0,4.63,4.69,2.91,6,5,6,1187.2817340872332
4294,1.06,Very Good,F,SI1,61.2,57.0,6.58,6.68,4.06,3,3,5,5333.895844429226
4295,1.02,Ideal,H,VVS2,62.1,56.0,6.5,6.45,4.02,6,5,3,6292.50982614253
4296,0.71,Ideal,D,SI1,62.4,57.0,5.69,5.72,3.56,3,5,7,2881.448039314809
4297,1.51,Ideal,I,SI1,62.2,56.0,7.36,7.27,4.55,3,5,2,8441.274146549427
4298,0.41,Ideal,E,VS1,62.0,55.0,4.77,4.74,2.95,5,5,6,1256.565817201483
4299,0.7,Premium,E,SI2,59.8,61.0,5.76,5.74,3.44,2,4,6,2173.0324675237166
4300,0.39,Premium,F,VVS1,59.7,58.0,4.75,4.73,2.83,7,4,5,1254.5365389298122
4301,0.71,Ideal,E,SI2,62.7,56.0,5.68,5.71,3.57,2,5,6,2273.051983453549
4302,0.31,Ideal,G,SI1,61.2,56.0,4.37,4.39,2.68,3,5,4,519.7374603731506
4303,0.5,Premium,G,SI2,60.7,57.0,5.15,5.07,3.1,2,4,4,1031.1645552562356
4304,0.51,Ideal,F,VS1,62.5,55.0,5.08,5.13,3.19,5,5,5,1800.4793709690268
4305,0.36,Premium,F,VS2,60.5,60.0,4.61,4.55,2.77,4,4,5,823.1835371627067
4306,1.15,Premium,G,VS1,63.0,60.0,6.68,6.6,4.18,5,4,4,7639.809261652377
4307,0.71,Ideal,J,VS1,62.3,55.0,5.7,5.73,3.56,5,5,1,2150.945033695405
4308,0.4,Premium,E,IF,61.3,58.0,4.77,4.73,2.91,8,4,6,1471.544825367933
4309,0.51,Ideal,E,SI1,61.7,56.0,5.13,5.17,3.18,3,5,6,1483.3279332098161
4310,0.71,Good,G,VS2,64.0,55.0,5.65,5.67,3.62,4,2,4,2597.3871258912886
4311,1.09,Premium,F,SI1,62.7,58.0,6.56,6.51,4.1,3,4,5,5757.82237229527
4312,2.14,Ideal,H,SI2,61.9,57.0,8.34,8.28,5.14,2,5,3,14990.056366508776
4313,1.29,Ideal,F,VS1,60.7,57.0,7.08,7.05,4.29,5,5,5,10352.488961359546
4314,1.03,Ideal,F,SI1,61.3,57.0,6.58,6.51,4.01,3,5,5,5298.553415031258
4315,0.36,Ideal,E,VS1,61.6,57.0,4.54,4.58,2.81,5,5,6,983.3764492268143
4316,0.31,Ideal,I,IF,61.3,57.0,4.4,4.34,2.68,8,5,2,686.3352162440756
4317,0.41,Premium,I,VVS1,61.9,57.0,4.82,4.78,2.97,7,4,2,1066.3145171022065
4318,0.31,Ideal,D,SI1,62.4,56.0,4.33,4.35,2.71,3,5,7,605.6244450102248
4319,1.56,Good,J,VS2,62.3,64.0,7.41,7.36,4.6,4,2,1,7781.036626822336
4320,0.3,Ideal,D,VS2,61.0,55.0,4.38,4.34,2.66,4,5,7,655.3977256970359
4321,1.51,Premium,H,SI1,61.2,60.0,7.46,7.37,4.54,3,4,3,9247.751721439403
4322,0.74,Premium,F,SI2,59.6,58.0,5.91,5.87,3.51,2,4,5,2297.764721326302
4323,0.4,Good,G,VS2,62.8,54.4,4.67,4.7,2.94,4,2,4,883.6722174054241
4324,0.82,Premium,G,SI2,60.7,61.0,6.01,5.98,3.64,2,4,4,2612.56667054751
4325,1.2,Ideal,H,SI2,61.0,57.0,6.9,6.84,4.19,2,5,3,5051.488650362254
4326,0.9,Good,F,VS2,63.3,57.0,6.04,6.09,3.84,4,2,5,4318.410856961577
4327,0.33,Premium,E,VS2,61.1,59.0,4.49,4.45,2.73,4,4,6,734.5560610019501
4328,0.31,Ideal,F,VS2,61.9,54.0,4.38,4.35,2.7,4,5,5,634.5301404452312
4329,0.91,Very Good,F,VS2,62.1,58.0,6.19,6.24,3.86,4,3,5,4585.505614242722
4330,1.11,Very Good,G,SI2,63.2,56.0,6.61,6.56,4.16,2,3,4,4490.120519821666
4331,0.31,Premium,H,VVS2,60.6,60.0,4.34,4.38,2.64,6,4,3,654.982390804387
4332,1.25,Premium,H,SI2,60.5,61.0,6.97,6.91,4.2,2,4,3,5337.831593395033
4333,0.4,Very Good,F,SI2,62.6,53.0,4.7,4.75,2.96,2,3,5,700.7152084103234
4334,1.53,Premium,E,SI2,58.9,59.0,7.63,7.55,4.47,2,4,6,9494.607904792301
4335,1.0,Good,F,SI2,60.2,65.0,6.38,6.41,3.85,2,2,5,3782.370417147333
4336,1.02,Very Good,E,VS2,59.2,58.0,6.52,6.58,3.88,4,3,6,6007.2033459298145
4337,0.9,Good,D,SI1,63.6,63.0,6.07,6.03,3.85,3,2,7,4116.231994147808
4338,0.6,Premium,G,VVS1,60.0,58.0,5.53,5.43,3.29,7,4,4,2652.722128165062
4339,1.0,Fair,J,SI1,64.9,58.0,6.29,6.23,4.06,3,1,1,2746.6795787309634
4340,0.59,Very Good,E,SI1,62.9,58.0,5.31,5.34,3.35,3,3,6,1855.6537823952985
4341,0.32,Ideal,D,VVS1,61.8,56.0,4.39,4.41,2.72,7,5,7,966.2547349559727
4342,1.11,Premium,E,SI2,62.5,58.0,6.61,6.63,4.14,2,4,6,5160.699316353521
4343,0.72,Very Good,G,SI2,59.7,56.0,5.83,5.89,3.5,2,3,4,1998.8127816846454
4344,1.12,Ideal,G,SI2,62.4,56.0,6.63,6.67,4.15,2,5,4,4795.130096811969
4345,0.56,Ideal,G,VS2,62.0,56.0,5.28,5.3,3.28,4,5,4,1814.2701825037602
4346,0.23,Very Good,E,VVS2,63.8,57.0,3.88,3.9,2.48,6,3,6,438.7185467107514
4347,1.06,Premium,E,VS2,62.3,58.0,6.52,6.49,4.05,4,4,6,6600.197017161955
4348,0.33,Very Good,F,VS1,59.3,56.0,4.49,4.55,2.68,5,3,5,760.0513747873125
4349,1.01,Fair,F,SI2,58.2,61.0,6.48,6.52,3.78,2,1,5,3631.1344974343856
4350,1.01,Very Good,F,VS2,59.1,59.0,6.58,6.65,3.91,4,3,5,5605.110167680358
4351,1.32,Premium,F,SI2,60.6,60.0,7.05,7.1,4.29,2,4,5,6814.400654836379
4352,2.0,Ideal,H,VS2,62.4,55.0,8.03,7.94,4.99,4,5,3,18404.894998981166
4353,0.73,Premium,G,I1,62.5,58.0,5.82,5.74,3.61,1,4,4,1502.8416190630217
4354,0.71,Premium,E,SI1,59.2,59.0,5.83,5.86,3.46,3,4,6,2716.08424782712
4355,0.7,Very Good,F,SI1,60.3,59.0,5.73,5.82,3.48,3,3,5,2443.4480807804553
4356,1.16,Ideal,D,VS1,61.2,58.0,6.73,6.76,4.13,5,5,7,9291.323706438485
4357,2.01,Very Good,J,SI2,63.3,56.0,7.86,7.96,5.01,2,3,1,9356.133766433199
4358,1.0,Very Good,D,SI1,61.4,63.0,6.35,6.41,3.92,3,3,7,5230.807886104375
4359,1.04,Fair,G,SI2,66.1,60.0,6.32,6.23,4.15,2,1,4,3563.2785631225474
4360,2.0,Good,G,SI2,64.3,60.0,7.87,7.83,5.05,2,2,4,13055.029336138112
4361,0.42,Ideal,F,VVS2,61.6,56.0,4.85,4.83,2.98,6,5,5,1364.6925887901582
4362,1.0,Good,H,SI1,64.9,56.0,6.24,6.31,4.07,3,2,3,3974.4146643107206
4363,0.7,Ideal,F,VS1,61.2,58.0,5.7,5.73,3.5,5,5,5,3270.631465564451
4364,0.3,Ideal,D,VS2,61.0,55.0,4.36,4.33,2.65,4,5,7,655.3977256970359
4365,0.4,Premium,D,VS2,62.5,59.0,4.72,4.66,2.93,4,4,7,1098.6837337958045
4366,0.32,Good,D,SI1,63.3,57.0,4.37,4.38,2.77,3,2,7,589.235724632475
4367,0.71,Very Good,F,SI2,63.2,57.0,5.66,5.7,3.59,2,3,5,2058.2379583649404
4368,0.3,Premium,D,VS1,60.7,58.0,4.34,4.36,2.64,5,4,7,713.8059654842644
4369,0.77,Ideal,F,SI1,61.7,56.0,5.85,5.91,3.63,3,5,5,3063.325982719358
4370,1.08,Premium,H,VS2,62.4,58.0,6.56,6.49,4.07,4,4,3,5642.425290108533
4371,0.5,Good,D,SI2,63.4,59.0,5.0,5.03,3.18,2,2,7,1122.7566069815975
4372,0.57,Ideal,E,VS1,61.4,57.0,5.32,5.37,3.28,5,5,6,2336.745581202785
4373,0.73,Good,E,VS2,64.2,54.0,5.68,5.72,3.66,4,2,6,3062.348918428675
4374,0.3,Ideal,H,IF,62.1,55.0,4.3,4.27,2.66,8,5,3,721.6034824268162
4375,0.71,Ideal,H,SI2,59.4,57.0,5.87,5.81,3.47,2,5,3,1885.5478445994527
4376,0.32,Premium,F,VS2,59.4,58.0,4.48,4.44,2.65,4,4,5,661.2442847267528
